Id,SalePrice
2256,175659.19
2257,212474.83
2258,155381.97
2259,171223.53
2260,147232.52
2261,168874.69
2262,200875.42
2263,313103.06
2264,408677.9
2265,155185.9
2266,260787.66
2267,353921.0
2268,337375.53
2269,144099.56
2270,189808.58
2271,224463.11
2272,210268.03
2273,166975.33
2274,194762.03
2275,182156.02
2276,202945.56
2277,183969.16
2278,138514.5
2279,133234.77
2280,109820.91
2281,184826.69
2282,199800.55
2283,97650.2
2284,116788.555
2285,130113.97
2286,114866.42
2287,319847.2
2288,260557.36
2289,317371.34
2290,378213.47
2291,283832.84
2292,359432.2
2293,404602.5
2294,331189.25
2295,411075.03
2296,253162.06
2297,299555.34
2298,307494.8
2299,330355.06
2300,300844.5
2301,278418.6
2302,249471.08
2303,228080.2
2304,228567.83
2305,212481.77
2306,211741.16
2307,209305.75
2308,218438.25
2309,267817.4
2310,195886.92
2311,210092.75
2312,172911.19
2313,179569.03
2314,179367.27
2315,175455.02
2316,182698.58
2317,192876.36
2318,188479.06
2319,177415.4
2320,176049.95
2321,229308.53
2322,189476.22
2323,178353.17
2324,158668.58
2325,215531.86
2326,156631.45
2327,198345.97
2328,219527.62
2329,185022.84
2330,184684.42
2331,330572.62
2332,337565.3
2333,291821.66
2334,243731.31
2335,249747.38
2336,303752.28
2337,196712.5
2338,251001.42
2339,211582.83
2340,374183.1
2341,201708.34
2342,230657.05
2343,231894.9
2344,216154.28
2345,225366.67
2346,200454.08
2347,194547.4
2348,230760.08
2349,182283.83
2350,278687.5
2351,249894.1
2352,253309.11
2353,258466.17
2354,138062.28
2355,152325.55
2356,166880.89
2357,200585.58
2358,200516.03
2359,132965.12
2360,107957.805
2361,145494.55
2362,268687.06
2363,151428.52
2364,172037.1
2365,222154.69
2366,176348.55
2367,210763.06
2368,213663.3
2369,206271.83
2370,159393.95
2371,169617.23
2372,198447.8
2373,261794.4
2374,302577.6
2375,231564.36
2376,301721.53
2377,337759.97
2378,136581.92
2379,223775.67
2380,158982.34
2381,181057.77
2382,187783.27
2383,210245.17
2384,238897.06
2385,159726.0
2386,132023.36
2387,123037.914
2388,100833.99
2389,121569.06
2390,133605.92
2391,150646.56
2392,93831.54
2393,168943.86
2394,130054.375
2395,205175.2
2396,138075.05
2397,222065.1
2398,119939.87
2399,77685.87
2400,42825.062
2401,115673.16
2402,142542.44
2403,147131.31
2404,150795.7
2405,163305.7
2406,133915.48
2407,133571.03
2408,147336.78
2409,115868.414
2410,186042.86
2411,101105.34
2412,165918.52
2413,125851.79
2414,140098.44
2415,146210.67
2416,114918.1
2417,124902.65
2418,114416.6
2419,135239.81
2420,114310.266
2421,159689.55
2422,106041.82
2423,133417.52
2424,137240.9
2425,229996.08
2426,150317.45
2427,146902.22
2428,177885.44
2429,91905.03
2430,128863.78
2431,113141.03
2432,139537.03
2433,137726.84
2434,136876.62
2435,159775.56
2436,102929.6
2437,103639.56
2438,111810.12
2439,106820.34
2440,116898.02
2441,124029.1
2442,96956.69
2443,132971.4
2444,129104.3
2445,88363.85
2446,143280.31
2447,190275.45
2448,118598.734
2449,115103.414
2450,154359.69
2451,130005.46
2452,190162.06
2453,92359.87
2454,134637.83
2455,109998.055
2456,138899.06
2457,114079.65
2458,120106.44
2459,93332.484
2460,126030.39
2461,102742.55
2462,125652.71
2463,111735.88
2464,188104.7
2465,135084.6
2466,113595.09
2467,138785.14
2468,66698.086
2469,79797.914
2470,187524.4
2471,213167.56
2472,184084.11
2473,101630.27
2474,77719.836
2475,215948.42
2476,92558.67
2477,107077.7
2478,172542.02
2479,105609.48
2480,140159.67
2481,132658.94
2482,114136.195
2483,99803.43
2484,122855.41
2485,122632.36
2486,155562.33
2487,210364.39
2488,147130.55
2489,148296.17
2490,151032.06
2491,95598.0
2492,193900.52
2493,141611.6
2494,157130.89
2495,82529.2
2496,244340.19
2497,162213.22
2498,96915.92
2499,83480.29
2500,122313.96
2501,144406.89
2502,144606.84
2503,102966.43
2504,178187.55
2505,215841.19
2506,257562.72
2507,283652.38
2508,256748.23
2509,218179.31
2510,210569.88
2511,179276.17
2512,204338.05
2513,232748.2
2514,239669.53
2515,141392.2
2516,165620.08
2517,137974.8
2518,143548.64
2519,221069.53
2520,205960.72
2521,186138.44
2522,221822.88
2523,117863.04
2524,128774.01
2525,133270.8
2526,138545.45
2527,110804.914
2528,111584.1
2529,137428.64
2530,116868.13
2531,246321.36
2532,220286.83
2533,202981.2
2534,239217.9
2535,284178.88
2536,229764.64
2537,222326.61
2538,176443.11
2539,196178.19
2540,181980.56
2541,170579.75
2542,168362.83
2543,129285.32
2544,124776.305
2545,121549.55
2546,148322.62
2547,132390.45
2548,164615.84
2549,154666.66
2550,660553.75
2551,138474.36
2552,147479.66
2553,78769.766
2554,83558.0
2555,92438.57
2556,86098.336
2557,101315.734
2558,175920.27
2559,128321.24
2560,116892.8
2561,110055.51
2562,108446.05
2563,117037.69
2564,159182.19
2565,121782.44
2566,139900.33
2567,115921.36
2568,199893.47
2569,204836.28
2570,112249.164
2571,185619.19
2572,147436.19
2573,235234.55
2574,231036.19
2575,132395.03
2576,132816.94
2577,169563.77
2578,77844.3
2579,41509.875
2580,124133.79
2581,136774.31
2582,137255.17
2583,259669.55
2584,172058.6
2585,206864.2
2586,233123.22
2587,195091.38
2588,130801.94
2589,149468.55
2590,232977.5
2591,223085.06
2592,219317.45
2593,244549.4
2594,172498.27
2595,204087.47
2596,312262.0
2597,208110.44
2598,261106.53
2599,312580.47
2600,194345.28
2601,162448.78
2602,70130.29
2603,95858.01
2604,87734.086
2605,79575.35
2606,166297.05
2607,215769.0
2608,214918.23
2609,175997.27
2610,106466.695
2611,148150.27
2612,154548.77
2613,122544.59
2614,107584.1
2615,166003.58
2616,151495.56
2617,225962.6
2618,250818.16
2619,213953.6
2620,181843.3
2621,167404.67
2622,182022.58
2623,228770.23
2624,279303.34
2625,274632.84
2626,167906.89
2627,149173.16
2628,356957.44
2629,388172.78
2630,290659.66
2631,375083.47
2632,335983.94
2633,268620.28
2634,342260.97
2635,161991.94
2636,175600.02
2637,193369.83
2638,258864.25
2639,176687.97
2640,145136.0
2641,95669.27
2642,207541.9
2643,97357.55
2644,120763.08
2645,99005.76
2646,84621.71
2647,106177.625
2648,144456.92
2649,134827.81
2650,116220.87
2651,135400.97
2652,335364.5
2653,245840.6
2654,246585.67
2655,352724.4
2656,280568.2
2657,313901.5
2658,274385.44
2659,264279.53
2660,312076.66
2661,311024.44
2662,327636.75
2663,254146.48
2664,252835.55
2665,310010.66
2666,263054.72
2667,171386.7
2668,178677.95
2669,188250.36
2670,259067.12
2671,179622.38
2672,190006.3
2673,205624.72
2674,201430.42
2675,160698.3
2676,197018.12
2677,199217.56
2678,236703.05
2679,255404.42
2680,257837.95
2681,361605.56
2682,295669.94
2683,420688.56
2684,289656.66
2685,311198.84
2686,248494.1
2687,282523.56
2688,209181.53
2689,196273.94
2690,354732.4
2691,190218.55
2692,139028.58
2693,209096.88
2694,145892.75
2695,195346.67
2696,181542.14
2697,197234.38
2698,199814.16
2699,184464.56
2700,156696.3
2701,161442.45
2702,120756.76
2703,128637.51
2704,140472.6
2705,113030.21
2706,106183.2
2707,124634.16
2708,117972.766
2709,97848.09
2710,116500.336
2711,319823.25
2712,344172.78
2713,173752.48
2714,147498.17
2715,173484.8
2716,142469.62
2717,187779.16
2718,220563.77
2719,157133.55
2720,179129.14
2721,129710.69
2722,183216.77
2723,152470.62
2724,118877.09
2725,122218.77
2726,150875.17
2727,161851.53
2728,172795.39
2729,136346.12
2730,142859.61
2731,120674.39
2732,121292.61
2733,150170.69
2734,157964.8
2735,138966.67
2736,129666.29
2737,98060.36
2738,139757.0
2739,157305.11
2740,130121.95
2741,151928.17
2742,170975.77
2743,162145.06
2744,166630.95
2745,142676.47
2746,131596.78
2747,132808.8
2748,106089.39
2749,133346.9
2750,126567.25
2751,134031.11
2752,189463.84
2753,156042.58
2754,248329.02
2755,130501.54
2756,93245.79
2757,81478.26
2758,93326.71
2759,150548.2
2760,135112.5
2761,142263.28
2762,143390.08
2763,195698.72
2764,155302.23
2765,253976.27
2766,140669.38
2767,80786.04
2768,122486.73
2769,127607.38
2770,136696.77
2771,97930.27
2772,97744.01
2773,177293.36
2774,145996.64
2775,129726.58
2776,140350.12
2777,153151.27
2778,100678.39
2779,135424.03
2780,93434.93
2781,80594.01
2782,99182.35
2783,96337.91
2784,103819.01
2785,133595.78
2786,54551.023
2787,117273.0
2788,81202.51
2789,178390.06
2790,98490.39
2791,107835.38
2792,91413.08
2793,144664.8
2794,86527.516
2795,101610.83
2796,71733.766
2797,213333.3
2798,104442.766
2799,118833.59
2800,64855.1
2801,91289.25
2802,114000.68
2803,173128.06
2804,120239.27
2805,93371.44
2806,79123.99
2807,161585.95
2808,156636.89
2809,120561.61
2810,121265.02
2811,167349.95
2812,159689.73
2813,181873.62
2814,175000.4
2815,103222.66
2816,234717.94
2817,157957.4
2818,134464.55
2819,148294.39
2820,147931.44
2821,103543.52
2822,185841.78
2823,331588.22
2824,213807.0
2825,156422.4
2826,130675.75
2827,125956.47
2828,243744.23
2829,218711.58
2830,220341.31
2831,184474.7
2832,244928.95
2833,277121.94
2834,209197.27
2835,217334.5
2836,205131.23
2837,167382.19
2838,139011.66
2839,181430.55
2840,199207.33
2841,199597.38
2842,226513.42
2843,149220.17
2844,160038.0
2845,108247.84
2846,212125.08
2847,198489.02
2848,209098.72
2849,194354.17
2850,270293.62
2851,210217.14
2852,225748.7
2853,229986.28
2854,151580.55
2855,200291.34
2856,197519.9
2857,190229.97
2858,201895.89
2859,123980.875
2860,121235.22
2861,134386.8
2862,203881.47
2863,133093.02
2864,246033.5
2865,128300.79
2866,158133.53
2867,93743.57
2868,99935.36
2869,94489.33
2870,139203.89
2871,53789.86
2872,23576.943
2873,86255.516
2874,150939.7
2875,107770.836
2876,164975.39
2877,133972.28
2878,127860.86
2879,148817.31
2880,105297.586
2881,121376.47
2882,152756.52
2883,165230.38
2884,168179.39
2885,156594.5
2886,226847.05
2887,91954.734
2888,140323.3
2889,39038.656
2890,73678.59
2891,142357.67
2892,51637.844
2893,68712.27
2894,65894.414
2895,290683.62
2896,267138.8
2897,220226.95
2898,157999.67
2899,210568.95
2900,144948.67
2901,213943.81
2902,221170.0
2903,305520.94
2904,314591.28
2905,84655.45
2906,203360.7
2907,100307.5
2908,120957.32
2909,163176.69
2910,69457.18
2911,69544.22
2912,154043.2
2913,69265.29
2914,65596.586
2915,75902.84
2916,64436.504
2917,164214.06
2918,107975.75
2919,233457.17
